airport,runway,lat,lon,reciprocal,reciprocal_lat,reciprocal_lon
BLU,15,39.27938214,-120.71100697,33,39.27053375,-120.70851469
BLU,33,39.27053375,-120.70851469,15,39.27938214,-120.71100697
O19,15,40.72199350,-123.92791461,33,40.72179689,-123.92787000
O19,33,40.72179689,-123.92787000,15,40.72199350,-123.92791461
EKA,12,40.80630611,-124.11665289,30,40.80049006,-124.10892817
EKA,30,40.80049006,-124.10892817,12,40.80630611,-124.11665289
O33,16,40.78456944,-124.21228333,34,40.77715833,-124.21228333
O33,34,40.77715833,-124.21228333,16,40.78456944,-124.21228333
SUU,032,38.27381389,-121.90688611,212,38.28028333,-121.89786944
SUU,212,38.28028333,-121.89786944,032,38.27381389,-121.90688611
L18,18,33.35753831,-117.24941978,36,33.35181008,-117.25115064
L18,36,33.35181008,-117.25115064,18,33.35753831,-117.24941978
O89,02,41.01168153,-121.44004850,20,41.02303472,-121.42987447
O89,20,41.02303472,-121.42987447,02,41.01168153,-121.44004850
L73,16,35.60050833,-119.12831944,34,35.59226389,-119.12825278
L73,34,35.59226389,-119.12825278,16,35.60050833,-119.12831944
F34,12,36.86323333,-120.46790361,30,36.85674361,-120.46103194
F34,30,36.85674361,-120.46103194,12,36.86323333,-120.46790361
F34,15,36.70911944,-120.86151944,33,36.70392222,-120.85855000
F34,33,36.70392222,-120.85855000,15,36.70911944,-120.86151944
A28,16,41.88150931,-120.14649856,34,41.87146561,-120.14680617
A28,34,41.87146561,-120.14680617,16,41.88150931,-120.14649856
A30,16,41.56285000,-122.85537778,34,41.55271389,-122.85453889
A30,34,41.55271389,-122.85453889,16,41.56285000,-122.85537778
FOT,11,40.55728619,-124.13837064,29,40.55059636,-124.12694122
FOT,29,40.55059636,-124.12694122,11,40.55728619,-124.13837064
F72,09,38.30262458,-121.43458511,27,38.30057561,-121.42435017
F72,27,38.30057561,-121.42435017,09,38.30262458,-121.43458511
F72,18,38.31049325,-121.42780803,36,38.30217928,-121.43046869
F72,36,38.30217928,-121.43046869,18,38.31049325,-121.42780803
FCH,12,36.73502847,-119.82536019,30,36.73436392,-119.82420983
FCH,30,36.73436392,-119.82420983,12,36.73502847,-119.82536019
FAT,11L,36.78400167,-119.73008558,29R,36.76883967,-119.70352494
FAT,29R,36.76883967,-119.70352494,11L,36.78400167,-119.73008558
FAT,11R,36.78306158,-119.73242142,29L,36.77033450,-119.71012228
FAT,29L,36.77033450,-119.71012228,11R,36.78306158,-119.73242142
E79,12,36.84244444,-119.87255278,30,36.84228056,-119.87231944
E79,30,36.84228056,-119.87231944,12,36.84244444,-119.87255278
FUL,06,33.87105750,-117.98480556,24,33.87132194,-117.98343333
FUL,24,33.87132194,-117.98343333,06,33.87105750,-117.98480556
O16,18,40.08909458,-123.81270128,36,40.08177778,-123.81559167
O16,36,40.08177778,-123.81559167,18,40.08909458,-123.81270128
0O9,06,41.84496389,-123.99021111,24,41.84620000,-123.97936111
0O9,24,41.84620000,-123.97936111,06,41.84496389,-123.99021111
E36,17,38.92520164,-120.86469533,35,38.92468069,-120.86470769
E36,35,38.92468069,-120.86470769,17,38.92520164,-120.86469533
LLC,08,34.76852778,-118.73789444,26,34.76715714,-118.72770767
LLC,26,34.76715714,-118.72770767,08,34.76852778,-118.73789444
GOO,07,39.22376000,-121.01075625,25,39.22435972,-120.99434178
GOO,25,39.22435972,-120.99434178,07,39.22376000,-121.01075625
E45,09,37.86340686,-120.18443481,27,37.85992419,-120.17267675
E45,27,37.85992419,-120.17267675,09,37.86340686,-120.18443481
E55,13,38.80451061,-123.53309369,31,38.80361039,-123.53227750
E55,31,38.80361039,-123.53227750,13,38.80451061,-123.53309369
3O1,18,37.26479900,-120.96274972,36,37.25632922,-120.96577333
3O1,36,37.25632922,-120.96577333,18,37.26479900,-120.96274972
HAF,12,37.51845044,-122.50704825,30,37.51694208,-122.50527789
HAF,30,37.51694208,-122.50527789,12,37.51845044,-122.50704825
HJO,14,36.32296789,-119.63184769,32,36.31046325,-119.62346781
HJO,32,36.31046325,-119.62346781,14,36.32296789,-119.63184769
36S,04,41.78830278,-123.39347778,22,41.79271944,-123.38418889
36S,22,41.79271944,-123.38418889,04,41.78830278,-123.39347778
HHR,07,33.92246825,-118.34312275,25,533.92260908,-118.34014458
HHR,25,533.92260908,-118.34014458,07,33.92246825,-118.34312275
F62,07,40.54678269,-123.18701436,25,40.54719775,-123.17227214
F62,25,40.54719775,-123.17227214,07,40.54678269,-123.18701436
HWD,10L,37.66247844,-122.12726369,28R,37.65822867,-122.11795214
HWD,28R,37.65822867,-122.11795214,10L,37.66247844,-122.12726369
HWD,10R,37.66204722,-122.12979350,28L,37.66091861,-122.12731986
HWD,28L,37.66091861,-122.12731986,10R,37.66204722,-122.12979350
HES,13,38.65587778,-122.90123694,31,38.64984056,-122.89604611
HES,31,38.64984056,-122.89604611,13,38.65587778,-122.90123694
HMT,04,33.73397503,-117.02411700,22,33.73649172,-117.01821925
HMT,22,33.73649172,-117.01821925,04,33.73397503,-117.02411700
HMT,05,33.73074422,-117.02913803,23,33.73614528,-117.01650536
HMT,23,33.73614528,-117.01650536,05,33.73074422,-117.02913803
H37,06,40.13788056,-120.18570000,24,40.13954722,-120.17424167
H37,24,40.13954722,-120.17424167,06,40.13788056,-120.18570000
AHC,09,40.26806261,-120.16831056,27,40.26377361,-120.13291611
AHC,27,40.26377361,-120.13291611,09,40.26806261,-120.16831056
L26,03,34.37271667,-117.32006111,21,34.38116667,-117.31205278
L26,21,34.38116667,-117.31205278,03,34.37271667,-117.32006111
CVH,06,36.88972492,-121.41341400,24,36.89241711,-121.40318211
CVH,24,36.89241711,-121.40318211,06,36.88972492,-121.41341400
CVH,13,36.90133722,-121.41795597,31,36.88761519,-121.40455158
CVH,31,36.88761519,-121.40455158,13,36.90133722,-121.41795597
1C9,05,36.95167153,-121.46680186,23,36.95454342,-121.45902831
1C9,23,36.95454342,-121.45902831,05,36.95167153,-121.46680186
1C9,05W,36.95087222,-121.46708056,23W,36.95433056,-121.45776111
1C9,23W,36.95433056,-121.45776111,05W,36.95087222,-121.46708056
L04,08,32.84503056,-115.27826944,26,32.84486667,-115.25873056
L04,26,32.84486667,-115.25873056,08,32.84503056,-115.27826944
O21,14,41.04453333,-123.66901944,32,41.03842500,-123.66658333
O21,32,41.03842500,-123.66658333,14,41.04453333,-123.66901944
H47,14,40.62926667,-123.47093889,32,40.62198333,-123.46604722
H47,32,40.62198333,-123.46604722,14,40.62926667,-123.47093889
IPL,08,32.83210444,-115.59012142,26,32.83211094,-115.57547267
IPL,26,32.83211094,-115.57547267,08,32.83210444,-115.59012142
IPL,14,32.84251225,-115.57929189,32,32.82955011,-115.57136453
IPL,32,32.82955011,-115.57136453,14,32.84251225,-115.57929189
NRS,08,32.56696914,-117.11380231,26,32.56535847,-117.10678178
NRS,26,32.56535847,-117.10678178,08,32.56696914,-117.11380231
NRS,09,32.56794939,-117.12280586,27,32.56436606,-117.10714464
NRS,27,32.56436606,-117.10714464,09,32.56794939,-117.12280586
2O7,05,36.81628333,-118.20760000,23,36.81780556,-118.20284444
2O7,23,36.81780556,-118.20284444,05,36.81628333,-118.20760000
2O7,14,36.82056111,-118.20714722,32,36.81161389,-118.20247222
2O7,32,36.81161389,-118.20247222,14,36.82056111,-118.20714722
IYK,02,35.64826667,-117.83336944,20,35.66306111,-117.82253333
IYK,20,35.66306111,-117.82253333,02,35.64826667,-117.83336944
IYK,10,35.66778333,-117.83507778,28,35.66289167,-117.82245000
IYK,28,35.66289167,-117.82245000,10,35.66778333,-117.83507778
IYK,15,35.66706111,-117.83429722,33,35.64815000,-117.82846111
IYK,33,35.64815000,-117.82846111,15,35.66706111,-117.83429722
JAQ,01,38.37247386,-120.79613383,19,38.38112950,-120.79168672
JAQ,19,38.38112950,-120.79168672,01,38.37247386,-120.79613383
L78,07,32.61544167,-116.16966667,25,32.61631944,-116.16141111
L78,25,32.61631944,-116.16141111,07,32.61544167,-116.16966667
L05,17,35.73300833,-118.41923889,35,35.72342222,-118.42018333
L05,35,35.72342222,-118.42018333,17,35.73300833,-118.41923889
KIC,11,36.23254933,-121.12708131,29,36.22455164,-121.11554311
KIC,29,36.22455164,-121.11554311,11,36.23254933,-121.12708131
S51,11,41.51410000,-123.99910278,29,41.50998056,-123.99226111
S51,29,41.50998056,-123.99226111,11,41.51410000,-123.99910278
1O2,10,38.99300950,-122.90624964,28,38.98820094,-122.89518578
1O2,28,38.98820094,-122.89518578,10,38.99300950,-122.90624964
WJF,06,34.73800200,-118.23003931,24,34.74409472,-118.20724033
WJF,24,34.74409472,-118.20724033,06,34.73800200,-118.23003931
POC,08L,34.09236919,-117.78681036,26R,34.09180742,-117.77473967
POC,26R,34.09180742,-117.77473967,08L,34.09236919,-117.78681036
POC,08R,34.09171397,-117.79050475,26L,34.09097128,-117.77454531
POC,26L,34.09097128,-117.77454531,08R,34.09171397,-117.79050475
O24,15,37.96286058,-119.10790111,33,37.95261667,-119.10372122
O24,33,37.95261667,-119.10372122,15,37.96286058,-119.10790111
LHM,15,38.91713092,-121.35401319,33,38.90119425,-121.34866450
LHM,33,38.90119425,-121.34866450,15,38.91713092,-121.35401319
LLR,11,39.26646367,-123.76108733,29,39.26612667,-123.76052969
LLR,29,39.26612667,-123.76052969,11,39.26646367,-123.76108733
RD,07L,37.69393703,-121.82940158,25R,37.69379375,-121.81125014
RD,25R,37.69379375,-121.81125014,07L,37.69393703,-121.82940158
RD,07R,37.69253153,-121.82508881,25L,37.69245569,-121.81576125
RD,25L,37.69245569,-121.81576125,07R,37.69253153,-121.82508881
1O3,08,38.20312222,-121.27610000,26,38.20306111,-121.27430833
1O3,26,38.20306111,-121.27430833,08,38.20312222,-121.27610000
1O3,12,38.20350000,-121.27017500,30,38.20314722,-121.26972500
1O3,30,38.20314722,-121.26972500,12,38.20350000,-121.27017500
O20,12,38.09566139,-121.36299194,30,38.09545556,-121.36274167
O20,30,38.09545556,-121.36274167,12,38.09566139,-121.36299194
VBG,12,34.75229103,-120.60148656,30,34.72238231,-120.56713858
VBG,30,34.72238231,-120.56713858,12,34.75229103,-120.60148656
LPC,07,34.66572500,-120.47515000,25,34.66551389,-120.45985556
LPC,25,34.66551389,-120.45985556,07,34.66572500,-120.47515000
O26,13,36.59214483,-118.05696008,31,36.59097172,-118.05589064
O26,31,36.59097172,-118.05589064,13,36.59214483,-118.05696008
O26,16,36.59370972,-118.04653889,34,36.58275694,-118.04605844
O26,34,36.58275694,-118.04605844,16,36.59370972,-118.04653889
L80,16,36.22138889,-118.17861111,34,36.21485939,-118.17804378
L80,34,36.21485939,-118.17804378,16,36.22138889,-118.17861111
LGB,08L,33.82276025,-118.16352439,26R,33.82274825,-118.15922639
LGB,26R,33.82274825,-118.15922639,08L,33.82276025,-118.16352439
LGB,08R,33.81389722,-118.16130278,26L,33.81390556,-118.14840278
LGB,26L,33.81390556,-118.14840278,08R,33.81389722,-118.16130278
LGB,12,33.82620314,-118.16153461,30,33.82359372,-118.15837653
LGB,30,33.82359372,-118.15837653,12,33.82620314,-118.16153461
SLI,04L,33.78530556,-118.06206278,22R,33.79460639,-118.04614583
SLI,22R,33.79460639,-118.04614583,04L,33.78530556,-118.06206278
SLI,04R,33.78377944,-118.06022500,22L,33.79638833,-118.03865222
SLI,22L,33.79638833,-118.03865222,04R,33.78377944,-118.06022500
LAX,06L,33.94911247,-118.43115986,24R,33.95210392,-118.40194892
LAX,24R,33.95210392,-118.40194892,06L,33.94911247,-118.43115986
WHP,12,34.26352778,-118.41792500,30,34.26202222,-118.41633333
WHP,30,34.26202222,-118.41633333,12,34.26352778,-118.41792500
LSN,14,37.06854192,-120.87279667,32,37.05922081,-120.86693464
LSN,32,37.05922081,-120.86693464,14,37.06854192,-120.87279667
MAE,12,36.99398603,-120.11915922,30,36.98321436,-120.10574100
MAE,30,36.98321436,-120.10574100,12,36.99398603,-120.11915922
MMH,09,37.62716683,-118.85016189,27,37.62092481,-118.82731094
MMH,27,37.62092481,-118.82731094,09,37.62716683,-118.85016189
OAR,11,36.68410936,-121.76665194,29,36.67894136,-121.75665503
OAR,29,36.67894136,-121.75665503,11,36.68410936,-121.76665194
MPI,08,37.51163406,-120.04515536,26,37.51010658,-120.03392472
MPI,26,37.51010658,-120.03392472,08,37.51163406,-120.04515536
M45,17,38.74084156,-119.76653650,35,38.72867289,-119.76755228
M45,35,38.72867289,-119.76755228,17,38.74084156,-119.76653650
MYV,05,39.09680208,-121.57410133,23,39.10038917,-121.56337075
MYV,23,39.10038917,-121.56337075,05,39.09680208,-121.57410133
MYV,14,39.10491056,-121.57458919,32,39.08975550,-121.56624122
MYV,32,39.08975550,-121.56624122,14,39.10491056,-121.57458919
BAB,15,39.15171036,-121.44335119,33,39.12049117,-121.42982275
BAB,33,39.12049117,-121.42982275,15,39.15171036,-121.44335119
M90,15,36.76330556,-120.37341111,33,36.75419167,-120.36961944
M90,33,36.75419167,-120.36961944,15,36.76330556,-120.37341111
MCE,12,37.29082019,-120.52065208,30,37.27865683,-120.50718322
MCE,30,37.27865683,-120.50718322,12,37.29082019,-120.52065208
MER,13,37.39308478,-120.58095889,31,37.36788292,-120.55541819
MER,31,37.36788292,-120.55541819,13,37.39308478,-120.58095889
MOD,10L,37.62974056,-120.96010275,28R,37.62064589,-120.94322767
MOD,28R,37.62064589,-120.94322767,10L,37.62974056,-120.96010275
MOD,10R,37.62956786,-120.96409453,28L,37.62423194,-120.95419169
MOD,28L,37.62423194,-120.95419169,10R,37.62956786,-120.96409453
MHV,04,35.05973394,-118.16429864,22,35.06780144,-118.15183856
MHV,22,35.06780144,-118.15183856,04,35.05973394,-118.16429864
MHV,08,35.05921764,-118.16607333,26,35.05916653,-118.14252428
MHV,26,35.05916653,-118.14252428,08,35.05921764,-118.16607333
MHV,12,35.06914583,-118.16042722,30,35.06797750,-118.15901300
MHV,30,35.06797750,-118.15901300,12,35.06914583,-118.16042722
1O5,15,41.73433611,-122.54651111,33,41.72563056,-122.54245000
1O5,33,41.72563056,-122.54245000,15,41.73433611,-122.54651111
SIY,17,41.79153500,-122.46546867,35,41.77136606,-122.47074097
SIY,35,41.77136606,-122.47074097,17,41.79153500,-122.46546867
MRY,10L,36.58858192,-121.84463367,28R,36.58485722,-121.83363336
MRY,28R,36.58485722,-121.83363336,10L,36.58858192,-121.84463367
MRY,10R,36.59087611,-121.85583417,28L,36.59069000,-121.85528444
MRY,28L,36.59069000,-121.85528444,10R,36.59087611,-121.85583417
NUQ,14L,37.42892294,-122.05460633,32R,37.40555092,-122.04259828
NUQ,32R,37.40555092,-122.04259828,14L,37.42892294,-122.05460633
NUQ,14R,37.42522392,-122.05502794,32L,37.40458736,-122.04442697
NUQ,32L,37.40458736,-122.04442697,14R,37.42522392,-122.05502794
F70,18,33.58223014,-117.12635458,36,33.56612800,-117.13059181
F70,36,33.56612800,-117.13059181,18,33.58223014,-117.12635458
F70,01,33.48611111,-117.36694444,19,33.48833333,-117.36500000
F70,19,33.48833333,-117.36500000,01,33.48611111,-117.36694444
F70,09,33.48944444,-117.37111111,27,33.48805556,-117.36361111
F70,27,33.48805556,-117.36361111,09,33.48944444,-117.37111111
F70,12,33.49043000,-117.37089828,30,33.48601300,-117.36531372
F70,30,33.48601300,-117.36531372,12,33.49043000,-117.37089828
APC,01L,38.20797708,-122.28527206,19R,38.22320533,-122.27796297
APC,19R,38.22320533,-122.27796297,01L,38.20797708,-122.28527206
APC,01R,38.21207750,-122.28139700,19L,38.21852342,-122.27830283
APC,19L,38.21852342,-122.27830283,01R,38.21207750,-122.28139700
APC,06,38.20770939,-122.28848586,24,38.21086211,-122.27152311
APC,24,38.21086211,-122.27152311,06,38.20770939,-122.28848586
EED,02,34.76437500,-114.62306944,20,34.77454000,-114.61620139
EED,20,34.77454000,-114.61620139,02,34.76437500,-114.62306944
EED,11,34.76705833,-114.63364278,29,34.76037111,-114.61908472
EED,29,34.76037111,-114.61908472,11,34.76705833,-114.63364278
L88,11,34.94224294,-119.69116839,29,34.93811461,-119.68106586
L88,29,34.93811461,-119.68106586,11,34.94224294,-119.69116839
DVO,13,38.14749183,-122.55998747,31,38.13965978,-122.55419581
DVO,31,38.13965978,-122.55419581,13,38.14749183,-122.55998747
O27,10,37.75785489,-120.80505817,28,37.75483203,-120.79535892
O27,28,37.75483203,-120.79535892,10,37.75785489,-120.80505817
OAK,10L,37.73046922,-122.22218006,28R,37.72481456,-122.20470872
OAK,28R,37.72481456,-122.20470872,10L,37.73046922,-122.22218006
OAK,10R,37.72870822,-122.22590242,28L,37.72227386,-122.20600931
OAK,28L,37.72227386,-122.20600931,10R,37.72870822,-122.22590242
OAK,12,37.72006261,-122.24211511,30,37.70149319,-122.21425797
OAK,30,37.70149319,-122.21425797,12,37.72006261,-122.24211511
OAK,15,37.74029261,-122.22280947,33,37.73136275,-122.21967392
OAK,33,37.73136275,-122.21967392,15,37.74029261,-122.22280947
L52,11,35.10326944,-120.62557222,29,35.09978889,-120.61905833
L52,29,35.09978889,-120.61905833,11,35.10326944,-120.62557222
NFG,03,33.29533611,-117.36201111,21,33.30718056,-117.34832500
NFG,21,33.30718056,-117.34832500,03,33.29533611,-117.36201111
OKB,07,33.21732622,-117.35587578,25,33.21862639,-117.34714111
OKB,25,33.21862639,-117.34714111,07,33.21732622,-117.35587578
L90,09,33.14671944,-116.13384167,27,33.14498333,-116.12651111
L90,27,33.14498333,-116.12651111,09,33.14671944,-116.13384167
L90,13,33.15368056,-116.13616944,31,33.14413056,-116.12840000
L90,31,33.14413056,-116.12840000,13,33.15368056,-116.13616944
O37,15,39.72637306,-122.14835753,33,39.71440683,-122.14438358
O37,33,39.71440683,-122.14438358,15,39.72637306,-122.14835753
OVE,02,39.47884872,-121.63180814,20,39.49271306,-121.62019975
OVE,20,39.49271306,-121.62019975,02,39.47884872,-121.63180814
OVE,13,39.49520492,-121.61886208,31,39.48736708,-121.61144906
OVE,31,39.48736708,-121.61144906,13,39.49520492,-121.61886208
OXR,07,34.20088114,-119.21706892,25,34.20073189,-119.19738389
OXR,25,34.20073189,-119.19738389,07,34.20088114,-119.21706892
PMD,04,34.61690056,-118.09161167,22,34.63728778,-118.06026833
PMD,22,34.63728778,-118.06026833,04,34.61690056,-118.09161167
PMD,07,34.63058500,-118.11306361,25,34.63277528,-118.07326194
PMD,25,34.63277528,-118.07326194,07,34.63058500,-118.11306361
PSP,13L,33.83516747,-116.50966842,31R,33.82424250,-116.49994511
PSP,31R,33.82424250,-116.49994511,13L,33.83516747,-116.50966842
UDD,10,33.75142250,-116.28221167,28,33.74543139,-116.26740306
UDD,28,33.74543139,-116.26740306,10,33.75142250,-116.28221167
TRM,12,33.63017292,-116.17097417,30,33.62046383,-116.15937492
TRM,30,33.62046383,-116.15937492,12,33.63017292,-116.17097417
TRM,17,33.63914472,-116.15640661,35,33.61578539,-116.15641494
TRM,35,33.61578539,-116.15641494,17,33.63914472,-116.15640661
PAO,13,37.46375061,-122.11765514,31,37.45849214,-122.11243811
PAO,31,37.45849214,-122.11243811,13,37.46375061,-122.11765514
RD,17,39.71470492,-121.61637878,35,39.71353400,-121.61641653
RD,35,39.71353400,-121.61641653,17,39.71470492,-121.61637878
PRB,01,35.66610842,-120.63557717,19,35.68059228,-120.62587931
PRB,19,35.68059228,-120.62587931,01,35.66610842,-120.63557717
PRB,13,35.67748742,-120.62709656,31,35.66708753,-120.61771614
PRB,31,35.66708753,-120.61771614,13,35.67748742,-120.62709656
L65,15,33.77143611,-117.22103889,33,33.75783889,-117.21697778
L65,33,33.75783889,-117.21697778,15,33.77143611,-117.22103889
O69,11,38.26066111,-122.61042922,29,38.25492514,-122.60021847
O69,29,38.25492514,-122.60021847,11,38.26066111,-122.61042922
PVF,05,38.72177883,-120.75941311,23,38.72667583,-120.74720472
PVF,23,38.72667583,-120.74720472,05,38.72177883,-120.75941311
NTD,03,34.10845069,-119.13450422,21,34.13046128,-119.10910861
NTD,21,34.13046128,-119.10910861,03,34.10845069,-119.13450422
NTD,09,34.12087575,-119.12389256,27,34.11695289,-119.10633694
NTD,27,34.11695289,-119.10633694,09,34.12087575,-119.12389256
PTV,12,36.03540653,-119.06980100,30,36.02377436,-119.05561689
PTV,30,36.02377436,-119.05561689,12,36.03540653,-119.06980100
2O1,07,39.94314964,-120.95264067,25,39.94468714,-120.93814167
2O1,25,39.94468714,-120.93814167,07,39.94314964,-120.95264067
RNM,09,33.04034514,-116.92329042,27,33.03796778,-116.90722058
RNM,27,33.03796778,-116.90722058,09,33.04034514,-116.92329042
INC,A04,38.48363003,-121.10808583,22,38.48989786,-121.09748347
INC,22,38.48989786,-121.09748347,A04,38.48363003,-121.10808583
O39,17,40.80727222,-120.36590833,35,40.80013056,-120.36650833
O39,35,40.80013056,-120.36650833,17,40.80727222,-120.36590833
RBL,15,40.15760733,-122.25419858,33,40.14301906,-122.25019925
RBL,33,40.14301906,-122.25019925,15,40.15760733,-122.25419858
O85,16,40.57697967,-122.40782778,34,40.57037956,-122.40684358
O85,34,40.57037956,-122.40684358,16,40.57697967,-122.40782778
RDD,12,40.51191586,-122.29717783,30,40.50124778,-122.28548922
RDD,30,40.50124778,-122.28548922,12,40.51191586,-122.29717783
RDD,16,40.52033489,-122.29485428,34,40.50111325,-122.29488650
RDD,34,40.50111325,-122.29488650,16,40.52033489,-122.29485428
REI,08,34.08522775,-117.15381664,26,34.08530061,-117.13894861
REI,26,34.08530061,-117.13894861,08,34.08522775,-117.15381664
O32,16,36.67543719,-119.45218656,34,36.66657058,-119.44984714
O32,34,36.66657058,-119.44984714,16,36.67543719,-119.45218656
L36,17,38.67859033,-121.44512917,35,38.67139900,-121.44576622
L36,35,38.67139900,-121.44576622,17,38.67859033,-121.44512917
O88,07,38.19344775,-121.70955681,25,38.19430969,-121.69498597
O88,25,38.19430969,-121.69498597,07,38.19344775,-121.70955681
O88,15,38.19527333,-121.70754350,33,38.18959850,-121.70492747
O88,33,38.18959850,-121.70492747,15,38.19527333,-121.70754350
RAL,09,33.95388739,-117.45196919,27,33.95053669,-117.43462256
RAL,27,33.95053669,-117.43462256,09,33.95388739,-117.45196919
RAL,16,33.95515467,-117.44863800,34,33.94732633,-117.44839994
RAL,34,33.94732633,-117.44839994,16,33.95515467,-117.44863800
RIR,06,33.98778333,-117.41503056,24,33.98979167,-117.40478889
RIR,24,33.98979167,-117.40478889,06,33.98778333,-117.41503056
RIV,12,33.89025833,-117.26068056,30,33.88431944,-117.25353611
RIV,30,33.88431944,-117.25353611,12,33.89025833,-117.26068056
RIV,14,33.89643056,-117.27063611,32,33.86499444,-117.24828056
RIV,32,33.86499444,-117.24828056,14,33.89643056,-117.27063611
L00,08,34.87050556,-118.21141944,26,34.87050258,-118.21041936
L00,26,34.87050258,-118.21041936,08,34.87050556,-118.21141944
T42,13,40.21565278,-123.30078056,31,40.20729167,-123.29460000
T42,31,40.20729167,-123.29460000,13,40.21565278,-123.30078056
SMF,17L,38.70713814,-121.58005903,35R,38.68351406,-121.58045611
SMF,35R,38.68351406,-121.58045611,17L,38.70713814,-121.58005903
SMF,17R,38.70733989,-121.60108225,35L,38.68373306,-121.60147431
SMF,35L,38.68373306,-121.60147431,17R,38.70733989,-121.60108225
MHR,04L,38.55299197,-121.30507083,22R,38.56287506,-121.28793350
MHR,22R,38.56287506,-121.28793350,04L,38.55299197,-121.30507083
SAC,02,38.50520850,-121.50073089,20,38.51786228,-121.49022192
SAC,20,38.51786228,-121.49022192,02,38.50520850,-121.50073089
SAC,12,38.51836378,-121.49507433,30,38.51116139,-121.48528781
SAC,30,38.51116139,-121.48528781,12,38.51836378,-121.49507433
MCC,16,38.68218836,-121.40057742,34,38.65308589,-121.40062256
MCC,34,38.65308589,-121.40062256,16,38.68218836,-121.40057742
SNS,08,36.66291572,-121.61854128,26,36.66278661,-121.61720228
SNS,26,36.66278661,-121.61720228,08,36.66291572,-121.61854128
SNS,13,36.66860967,-121.61000783,31,36.65739469,-121.60124767
SNS,31,36.65739469,-121.60124767,13,36.66860967,-121.61000783
SAS,07,33.24056389,-115.96073889,25,33.24180278,-115.94445000
SAS,25,33.24180278,-115.94445000,07,33.24056389,-115.96073889
CPU,13,38.15021203,-120.65168953,31,38.14202369,-120.64466278
CPU,31,38.14202369,-120.64466278,13,38.15021203,-120.65168953
SBD,06,34.09075469,-117.25043711,24,34.09995586,-117.21931636
SBD,24,34.09995586,-117.21931636,06,34.09075469,-117.25043711
SQL,12,37.51453517,-122.25255625,30,37.50918714,-122.24650625
SQL,30,37.50918714,-122.24650625,12,37.51453517,-122.25255625
NUC,06,33.01781611,-118.60249286,24,33.02768192,-118.57450189
NUC,24,33.02768192,-118.57450189,06,33.01781611,-118.60249286
SEE,09L,32.82945936,-116.98125106,27R,32.82638692,-116.96424697
SEE,27R,32.82638692,-116.96424697,09L,32.82945936,-116.98125106
SEE,09R,32.82738108,-116.97623742,27L,32.82580494,-116.96752211
SEE,27L,32.82580494,-116.96752211,09R,32.82738108,-116.97623742
SEE,17,32.82951325,-116.97248367,35,32.82827633,-116.97247383
SEE,35,32.82827633,-116.97247383,17,32.82951325,-116.97248367
MYF,05,32.81485683,-117.14600958,23,32.81530986,-117.14485908
MYF,23,32.81530986,-117.14485908,05,32.81485683,-117.14600958
MYF,10L,32.81816681,-117.14468383,28R,32.81282778,-117.13111850
MYF,28R,32.81282778,-117.13111850,10L,32.81816681,-117.14468383
MYF,10R,32.81692175,-117.14537119,28L,32.81297300,-117.13533828
MYF,28L,32.81297300,-117.13533828,10R,32.81692175,-117.14537119
SAN,09,32.73712242,-117.20435644,27,32.73636514,-117.20123011
SAN,27,32.73636514,-117.20123011,09,32.73712242,-117.20435644
NKX,06R,32.86547383,-117.15167578,24L,32.87101217,-117.12645911
NKX,24L,32.87101217,-117.12645911,06R,32.86547383,-117.15167578
NZY,11,32.70233278,-117.22127842,29,32.69141608,-117.20059597
NZY,29,32.69141608,-117.20059597,11,32.70233278,-117.22127842
NZY,18,32.71003714,-117.21168800,36,32.68884458,-117.21862472
NZY,36,32.68884458,-117.21862472,18,32.71003714,-117.21168800
SDM,08L,32.57379553,-116.99342803,26R,32.57165503,-116.96767447
SDM,26R,32.57165503,-116.96767447,08L,32.57379553,-116.99342803
SDM,08R,32.57158794,-116.98434592,26L,32.57073314,-116.97405750
SDM,26L,32.57073314,-116.97405750,08R,32.57158794,-116.98434592
SFO,01L,37.60789786,-122.38292850,19R,37.60945289,-122.38189806
SFO,19R,37.60945289,-122.38189806,01L,37.60789786,-122.38292850
SFO,01R,37.60632989,-122.38104075,19L,37.60769047,-122.38013928
SFO,19L,37.60769047,-122.38013928,01R,37.60632989,-122.38104075
RHV,13L,37.33651369,-121.82260172,31R,37.33542125,-121.82156625
RHV,31R,37.33542125,-121.82156625,13L,37.33651369,-121.82260172
RHV,13R,37.33601503,-121.82342503,31L,37.33492339,-121.82239008
RHV,31L,37.33492339,-121.82239008,13R,37.33601503,-121.82342503
SBP,07,35.23686075,-120.65026906,25,35.23688697,-120.64189928
SBP,25,35.23688697,-120.64189928,07,35.23686075,-120.65026906
SBP,11,35.24221478,-120.64956700,29,35.24096089,-120.64736572
SBP,29,35.24096089,-120.64736572,11,35.24221478,-120.64956700
E16,14,37.08547678,-121.59894550,32,37.07769897,-121.59466886
E16,32,37.07769897,-121.59466886,14,37.08547678,-121.59894550
NSI,12,33.24908569,-119.47024703,30,33.24724075,-119.46786028
NSI,30,33.24724075,-119.46786028,12,33.24908569,-119.47024703
SNA,02L,33.66780842,-117.87383403,20R,33.68165078,-117.86506336
SNA,20R,33.68165078,-117.86506336,02L,33.66780842,-117.87383403
SNA,02R,33.67399897,-117.86805150,20L,33.68100750,-117.86361114
